User_ID,User_Name,Join_Date,Last_Login,Monthly_Price,Watch_Hours,Favorite_Genre,Active_Devices,Profile_Count,Parental_Controls,Total_Movies_Watched,Total_Series_Watched,Country,Payment_Method,Language_Preference,Recommended_Content_Count,Average_Rating_Given,Has_Downloaded_Content,Membership_Status,Loyalty_Points,First_Device_Used,Age_Group,Primary_Watch_Time
2690,Jonathan,09-05-2023,29-11-2024,15.99,466,Sci-Fi,3,2,NO,977,94,France,Cryptocurrency,Mandarin,67,3.6,YES,Paused,4004,Smartphone,35-44,Afternoon
7654,Amy,19-12-2023,27-11-2024,11.99,424,Horror,5,2,NO,406,150,Canada,Debit Card,Spanish,50,3.5,NO,Active,494,Smart TV,25-34,Late Night
7577,Paul,17-10-2024,12-03-2024,15.99,233,Sci-Fi,2,5,YES,781,23,France,Credit Card,Hindi,89,3.3,NO,Active,460,Tablet,45-54,Morning
9814,Kenneth,08-11-2024,27-11-2024,11.99,413,Comedy,1,6,YES,330,63,USA,PayPal,French,50,4.1,YES,Active,1416,Smart TV,45-54,Late Night
5423,Jamie,30-09-2024,19-11-2024,7.99,278,Action,1,5,YES,163,88,Australia,PayPal,Mandarin,62,3.2,NO,Paused,4798,Smartphone,45-54,Afternoon
2660,Bruce,30-12-2022,12-04-2024,11.99,351,Horror,1,1,YES,80,70,USA,Credit Card,German,54,4.5,YES,Cancelled,732,Tablet,35-44,Evening
4206,Kevin,04-04-2024,12-06-2024,11.99,354,Romance,1,3,NO,885,65,UK,Credit Card,English,70,4.7,NO,Active,4008,Smart TV,18-24,Afternoon
5269,Jamie,03-06-2023,12-04-2024,11.99,192,Comedy,5,4,NO,123,34,India,Cryptocurrency,English,73,3.8,YES,Paused,4868,Tablet,45-54,Morning
7922,Andrew,19-02-2023,18-12-2024,7.99,176,Documentary,4,6,YES,830,74,UK,PayPal,German,66,3.5,YES,Paused,2600,Tablet,35-44,Evening
7829,Brandon,18-10-2023,18-12-2024,7.99,482,Comedy,1,4,YES,770,129,Canada,PayPal,Mandarin,0,3.7,YES,Expired,3247,Laptop,25-34,Morning
1715,Ryan,17-06-2024,12-04-2024,7.99,87,Drama,3,5,YES,753,181,UK,Debit Card,Hindi,51,3.1,YES,Cancelled,941,Smartphone,18-24,Afternoon
2639,Steven,18-06-2024,12-07-2024,11.99,163,Drama,5,1,YES,38,53,Australia,Debit Card,English,37,4.6,NO,Cancelled,1934,Smartphone,35-44,Evening
1801,Christine,14-01-2024,13-12-2024,11.99,419,Horror,4,5,NO,386,122,Germany,Credit Card,German,9,4.6,NO,Cancelled,4650,Desktop,45-54,Late Night
9163,Martin,04-04-2023,27-11-2024,11.99,203,Sci-Fi,4,4,YES,874,67,India,Debit Card,French,94,3.9,YES,Cancelled,4450,Smartphone,35-44,Afternoon
1284,Michael,12-04-2024,12-01-2024,7.99,405,Comedy,4,3,YES,695,85,Australia,Credit Card,French,42,3.7,NO,Active,2395,Laptop,25-34,Morning
8774,Hunter,11-03-2023,12-08-2024,15.99,496,Comedy,5,6,NO,803,130,USA,Cryptocurrency,French,4,4.8,NO,Paused,4504,Smart TV,45-54,Morning
3866,Catherine,02-01-2024,28-11-2024,15.99,328,Sci-Fi,2,2,NO,268,50,Germany,Debit Card,Mandarin,3,4.4,YES,Paused,3015,Laptop,18-24,Evening
4477,Christopher,28-04-2024,23-11-2024,7.99,85,Drama,5,1,NO,429,52,UK,PayPal,German,16,3.8,NO,Active,4971,Smartphone,45-54,Evening
4829,Jeff,21-09-2024,17-12-2024,11.99,386,Sci-Fi,3,4,NO,62,50,Germany,Credit Card,Hindi,44,4.7,NO,Cancelled,2377,Smartphone,35-44,Morning
1257,Daniel,02-08-2023,12-08-2024,7.99,245,Action,3,4,NO,831,15,Canada,PayPal,German,64,4.9,NO,Paused,212,Tablet,45-54,Afternoon
1897,Cathy,19-03-2023,16-12-2024,11.99,97,Horror,5,5,YES,737,85,India,PayPal,French,80,3.6,YES,Expired,188,Smartphone,55+,Afternoon
3603,Sylvia,04-04-2023,20-11-2024,7.99,216,Documentary,4,3,YES,923,143,USA,Credit Card,Mandarin,20,3.4,NO,Active,4435,Desktop,55+,Late Night
9256,Daniel,02-07-2023,22-11-2024,7.99,331,Romance,5,1,NO,85,117,France,Credit Card,French,21,4.8,YES,Active,1454,Smart TV,25-34,Afternoon
9469,William,06-10-2023,25-11-2024,11.99,451,Sci-Fi,2,3,NO,59,38,Germany,Credit Card,German,94,3,YES,Expired,2841,Laptop,45-54,Evening
7136,Jessica,19-05-2024,14-12-2024,7.99,326,Action,5,1,NO,590,105,France,PayPal,Hindi,56,3.3,NO,Paused,1626,Smartphone,25-34,Afternoon
2321,Joseph,20-02-2024,14-12-2024,15.99,358,Drama,3,1,NO,348,49,France,Debit Card,Hindi,14,4.2,NO,Paused,111,Desktop,35-44,Morning
4243,Christopher,13-03-2023,29-11-2024,15.99,91,Action,2,1,YES,561,153,Canada,Cryptocurrency,English,7,4.1,NO,Cancelled,450,Tablet,55+,Morning
8015,Laurie,28-10-2023,18-12-2024,7.99,478,Action,2,2,YES,214,191,UK,Debit Card,Spanish,44,3.6,NO,Active,3325,Desktop,35-44,Afternoon
3440,William,25-02-2023,22-11-2024,7.99,16,Documentary,3,4,NO,964,111,France,PayPal,Mandarin,52,3.1,YES,Paused,3059,Tablet,18-24,Morning
9914,Courtney,17-10-2023,12-08-2024,11.99,44,Comedy,2,1,YES,897,62,Germany,PayPal,English,18,4.4,NO,Expired,1065,Smartphone,35-44,Afternoon
5045,Ashley,25-08-2024,21-11-2024,11.99,100,Comedy,4,1,YES,983,191,France,PayPal,Mandarin,53,4.5,NO,Paused,2575,Tablet,18-24,Afternoon
1379,Erin,19-04-2023,12-05-2024,11.99,44,Drama,5,4,YES,432,73,UK,PayPal,English,88,4.6,NO,Active,1690,Laptop,35-44,Evening
6099,Danielle,23-02-2024,27-11-2024,11.99,37,Comedy,3,1,YES,881,189,Canada,Debit Card,French,32,3.9,NO,Active,1382,Smartphone,35-44,Morning
4696,Alexander,18-06-2023,12-04-2024,15.99,48,Action,5,2,NO,331,93,USA,Cryptocurrency,French,66,3.7,NO,Expired,1050,Laptop,25-34,Late Night
4808,Amanda,26-03-2024,27-11-2024,7.99,371,Romance,1,1,YES,819,71,Canada,PayPal,Spanish,36,4.1,YES,Expired,2328,Desktop,45-54,Late Night
3633,Randy,18-12-2024,12-10-2024,7.99,176,Action,5,1,YES,936,11,France,Cryptocurrency,English,42,3.2,NO,Active,4414,Smartphone,35-44,Late Night
4979,Tony,16-11-2024,24-11-2024,15.99,312,Drama,4,4,NO,321,19,Australia,PayPal,Spanish,18,4.3,YES,Expired,3980,Laptop,25-34,Evening
2214,Michelle,21-10-2024,24-11-2024,7.99,375,Romance,1,1,YES,244,106,India,PayPal,French,16,3.9,YES,Active,3596,Smartphone,25-34,Late Night
6606,Danielle,26-01-2024,29-11-2024,15.99,134,Sci-Fi,3,5,YES,826,160,France,Cryptocurrency,English,96,3.6,YES,Active,1150,Smartphone,25-34,Late Night
4246,Jacob,24-09-2023,15-12-2024,7.99,91,Drama,5,1,NO,159,14,UK,PayPal,Spanish,85,4.4,NO,Cancelled,1858,Smart TV,35-44,Late Night
2836,Samantha,02-07-2024,17-12-2024,7.99,359,Horror,2,6,NO,305,81,Australia,Cryptocurrency,German,28,3.3,NO,Expired,1926,Desktop,55+,Morning
6963,Chris,07-06-2023,29-11-2024,15.99,172,Comedy,2,6,NO,841,83,UK,PayPal,French,44,5,YES,Cancelled,2933,Tablet,25-34,Evening
2243,Sherri,17-07-2024,12-02-2024,11.99,490,Comedy,3,3,YES,123,183,France,Cryptocurrency,German,45,4.4,NO,Cancelled,2397,Desktop,18-24,Evening
5081,Angela,27-10-2024,20-11-2024,11.99,16,Romance,1,5,YES,803,196,Australia,Cryptocurrency,Hindi,90,4.3,YES,Paused,1946,Smart TV,45-54,Late Night
4171,John,07-04-2024,14-12-2024,11.99,291,Sci-Fi,2,1,YES,380,106,Canada,PayPal,Spanish,22,4.1,NO,Cancelled,2576,Smart TV,45-54,Evening
7399,Katherine,13-08-2024,12-09-2024,11.99,119,Romance,2,5,YES,344,93,Germany,Debit Card,Hindi,0,4.2,NO,Active,2259,Tablet,45-54,Late Night
1110,April,05-05-2024,12-04-2024,11.99,35,Action,2,3,YES,908,128,USA,PayPal,Spanish,86,3.2,YES,Active,1068,Tablet,35-44,Evening
5630,Francis,12-04-2023,24-11-2024,7.99,88,Drama,4,6,YES,782,180,USA,Debit Card,French,86,5,YES,Active,2928,Smart TV,45-54,Late Night
9430,Katie,11-03-2023,21-11-2024,7.99,312,Sci-Fi,4,1,NO,769,140,UK,Debit Card,Mandarin,94,4.8,YES,Cancelled,3674,Smart TV,45-54,Evening
7436,Natasha,22-02-2024,17-12-2024,15.99,238,Sci-Fi,4,1,YES,233,102,Canada,Debit Card,Hindi,78,3.1,NO,Expired,130,Smart TV,55+,Late Night
2147,Julie,01-12-2024,12-11-2024,11.99,132,Action,4,6,YES,170,164,France,Debit Card,English,71,3.3,YES,Cancelled,4873,Laptop,45-54,Morning
3264,Brittany,14-05-2023,12-09-2024,11.99,456,Comedy,1,6,YES,945,114,UK,Credit Card,German,44,3,NO,Expired,96,Smartphone,55+,Late Night
1214,Jaime,06-08-2023,12-11-2024,11.99,281,Action,5,6,YES,945,108,Germany,PayPal,English,98,3.8,YES,Active,110,Laptop,18-24,Afternoon
6050,Emma,08-08-2024,23-11-2024,11.99,281,Horror,5,3,NO,217,162,USA,Debit Card,Mandarin,0,3.4,NO,Paused,225,Smartphone,45-54,Late Night
7395,Stephanie,26-11-2023,12-05-2024,11.99,73,Action,1,1,YES,664,123,Australia,Debit Card,German,70,4.4,YES,Active,4083,Smart TV,25-34,Late Night
3904,John,18-06-2024,12-09-2024,11.99,365,Horror,3,1,YES,679,1,France,Debit Card,French,100,4.7,NO,Expired,2714,Tablet,35-44,Evening
6545,Elizabeth,13-06-2024,12-08-2024,7.99,61,Drama,1,5,YES,242,200,Germany,Cryptocurrency,Mandarin,53,4.8,YES,Active,674,Laptop,35-44,Late Night
3131,James,06-11-2023,21-11-2024,15.99,399,Sci-Fi,3,5,NO,541,158,UK,Debit Card,French,4,4.9,YES,Active,948,Laptop,55+,Morning
8589,Kayla,19-01-2023,20-11-2024,11.99,102,Romance,2,1,YES,108,105,France,PayPal,English,76,4.7,NO,Active,933,Desktop,35-44,Afternoon
2908,Anthony,26-09-2024,22-11-2024,11.99,88,Sci-Fi,4,2,YES,343,163,France,Cryptocurrency,German,89,5,YES,Cancelled,2914,Smart TV,55+,Evening
5209,Melissa,05-10-2023,19-11-2024,11.99,92,Romance,5,3,YES,477,38,France,Credit Card,English,71,3.9,YES,Cancelled,3928,Smartphone,45-54,Evening
2319,Natalie,06-01-2023,20-11-2024,15.99,295,Drama,5,4,NO,767,190,France,Credit Card,Spanish,7,4.1,NO,Cancelled,2559,Smartphone,35-44,Evening
9026,Courtney,05-03-2024,22-11-2024,11.99,139,Comedy,1,5,YES,12,9,UK,Credit Card,Spanish,21,4.8,YES,Paused,2571,Tablet,35-44,Evening
2723,Briana,09-01-2023,24-11-2024,15.99,416,Action,1,2,YES,920,79,India,Debit Card,French,20,4.4,NO,Cancelled,3834,Smartphone,55+,Evening
5487,Lisa,25-03-2024,16-12-2024,7.99,173,Comedy,2,2,NO,819,174,USA,PayPal,Hindi,34,4.1,NO,Expired,4714,Laptop,25-34,Evening
4656,Kayla,22-05-2023,29-11-2024,7.99,75,Action,3,5,NO,607,94,Canada,Cryptocurrency,German,57,3.8,YES,Paused,4800,Smart TV,25-34,Afternoon
5718,Bradley,14-06-2024,28-11-2024,15.99,173,Sci-Fi,1,6,YES,346,76,Canada,PayPal,Spanish,28,3.3,NO,Active,1610,Smartphone,45-54,Afternoon
1215,Devin,17-08-2023,27-11-2024,7.99,421,Documentary,3,1,YES,668,17,Canada,Credit Card,Spanish,7,4,YES,Cancelled,2780,Tablet,25-34,Evening
3427,Eric,12-10-2023,12-07-2024,15.99,29,Sci-Fi,5,2,YES,317,116,USA,Credit Card,German,78,3.8,YES,Paused,639,Tablet,25-34,Morning
2428,Brian,27-02-2024,21-11-2024,7.99,180,Comedy,2,4,YES,297,19,France,Credit Card,Hindi,84,4.9,NO,Active,1960,Smartphone,18-24,Afternoon
1947,Ann,09-01-2024,24-11-2024,11.99,469,Action,4,6,YES,866,120,Canada,Credit Card,English,92,3.6,YES,Expired,1764,Smart TV,18-24,Late Night
5036,Andrew,16-08-2024,29-11-2024,15.99,381,Horror,5,1,YES,286,121,Canada,Cryptocurrency,French,57,4.1,YES,Expired,967,Smartphone,18-24,Afternoon
5857,Jennifer,12-05-2024,15-12-2024,15.99,263,Horror,5,5,NO,95,149,Germany,Credit Card,French,17,4,YES,Expired,2086,Smart TV,55+,Afternoon
8770,Mark,08-12-2023,21-11-2024,7.99,48,Drama,4,2,NO,938,92,Canada,Cryptocurrency,French,99,4.2,YES,Expired,3288,Smart TV,55+,Late Night
4118,Valerie,16-05-2023,19-11-2024,11.99,447,Documentary,3,4,NO,264,55,Australia,PayPal,Mandarin,58,3.6,NO,Cancelled,1486,Smartphone,55+,Afternoon
7162,Carrie,21-08-2024,14-12-2024,15.99,415,Sci-Fi,1,3,YES,44,10,France,Debit Card,French,91,3.3,NO,Cancelled,223,Smart TV,55+,Afternoon
9278,Joseph,19-09-2024,14-12-2024,7.99,429,Drama,5,4,NO,944,165,France,PayPal,French,12,4.7,YES,Expired,2394,Tablet,45-54,Morning
5406,Randall,10-12-2024,12-07-2024,7.99,26,Drama,5,5,NO,542,152,Canada,Credit Card,Mandarin,6,3.1,NO,Active,4329,Smartphone,18-24,Morning
4641,Danielle,09-12-2024,12-08-2024,15.99,101,Romance,4,6,YES,350,17,Australia,PayPal,Mandarin,11,3.4,YES,Paused,2193,Tablet,35-44,Afternoon
3969,Katie,23-05-2023,12-12-2024,15.99,461,Sci-Fi,2,6,YES,31,173,Canada,PayPal,Spanish,84,3.5,YES,Expired,3730,Tablet,25-34,Morning
3078,Victor,24-06-2023,14-12-2024,7.99,246,Action,3,3,NO,358,158,Germany,Credit Card,Hindi,18,3.8,NO,Active,2234,Smart TV,18-24,Afternoon
2808,Jonathan,11-12-2023,14-12-2024,15.99,91,Horror,3,6,NO,961,170,USA,PayPal,Mandarin,87,4.2,NO,Active,718,Smart TV,25-34,Afternoon
7484,Bradley,12-08-2024,21-11-2024,11.99,152,Romance,5,1,NO,623,180,Canada,Cryptocurrency,French,89,4.5,YES,Paused,1594,Smartphone,25-34,Late Night
2396,Christopher,12-02-2023,25-11-2024,11.99,283,Action,3,5,NO,466,139,UK,PayPal,Hindi,62,4,YES,Active,681,Laptop,35-44,Evening
2472,Angela,18-11-2023,25-11-2024,7.99,61,Comedy,3,4,NO,860,145,India,Debit Card,Spanish,82,4.7,YES,Paused,428,Tablet,55+,Late Night
7939,Richard,09-08-2023,25-11-2024,11.99,410,Comedy,5,6,NO,410,125,France,PayPal,German,68,4.7,NO,Paused,2542,Desktop,25-34,Morning
8269,Jennifer,26-02-2024,17-12-2024,7.99,88,Action,3,1,NO,69,75,India,Credit Card,German,80,4.1,NO,Expired,4763,Smart TV,55+,Evening
9073,Tiffany,07-11-2023,12-09-2024,15.99,322,Documentary,3,4,YES,424,74,Australia,Credit Card,French,3,3,NO,Active,486,Tablet,45-54,Evening
9879,Jessica,02-02-2023,12-04-2024,7.99,217,Horror,3,3,NO,377,136,Canada,PayPal,Mandarin,8,4.2,YES,Expired,4327,Tablet,25-34,Late Night
3822,Tyler,08-03-2023,12-04-2024,15.99,180,Action,3,4,NO,132,127,USA,Credit Card,English,79,4.8,YES,Expired,2938,Smartphone,35-44,Afternoon
9183,William,26-04-2023,12-09-2024,15.99,11,Sci-Fi,1,1,NO,818,45,Germany,PayPal,Spanish,97,4.9,NO,Active,1429,Desktop,18-24,Afternoon
8674,Johnny,01-01-2023,20-11-2024,15.99,455,Comedy,5,6,YES,813,155,Canada,Cryptocurrency,French,85,3.6,YES,Active,2897,Smart TV,25-34,Morning
2481,Jesus,23-03-2024,20-11-2024,7.99,487,Romance,2,6,NO,362,130,France,Cryptocurrency,English,36,3.3,YES,Paused,274,Smart TV,45-54,Morning
8729,Jill,01-09-2024,13-12-2024,7.99,459,Documentary,2,4,NO,573,190,Australia,PayPal,Spanish,81,4.3,NO,Cancelled,3910,Laptop,45-54,Morning
5534,Andrea,03-04-2023,13-12-2024,7.99,74,Drama,2,1,NO,657,88,Canada,Debit Card,Mandarin,40,3.8,NO,Expired,130,Desktop,18-24,Morning
9785,Jacob,01-04-2024,18-12-2024,11.99,54,Action,5,4,NO,659,2,Germany,PayPal,Mandarin,82,4.3,YES,Expired,2557,Desktop,35-44,Morning
9609,Eric,09-03-2023,27-11-2024,11.99,292,Romance,3,4,YES,653,173,Australia,Debit Card,Hindi,8,3.5,NO,Cancelled,3823,Desktop,45-54,Evening
2829,Sara,23-09-2024,12-09-2024,15.99,23,Action,2,2,NO,577,131,France,Credit Card,German,14,3.9,NO,Expired,4048,Laptop,25-34,Afternoon
1714,Tammy,29-08-2023,26-11-2024,11.99,147,Horror,3,1,YES,802,177,France,Credit Card,German,21,3.5,YES,Active,3173,Smart TV,35-44,Morning
4475,Sandra,26-12-2023,12-12-2024,7.99,221,Action,2,4,NO,702,130,Canada,PayPal,French,36,4.3,NO,Active,3289,Laptop,25-34,Evening
9820,James,21-10-2024,27-11-2024,7.99,40,Documentary,2,1,YES,92,184,UK,Credit Card,Mandarin,66,4.1,YES,Cancelled,4377,Smart TV,25-34,Afternoon
3261,David,31-12-2022,13-12-2024,11.99,365,Sci-Fi,1,5,YES,582,162,Australia,Cryptocurrency,Hindi,8,3.3,NO,Cancelled,995,Laptop,25-34,Evening
6130,Michael,25-04-2024,16-12-2024,11.99,360,Romance,1,2,YES,161,93,India,Debit Card,Spanish,30,3.3,YES,Expired,2299,Desktop,55+,Afternoon
9399,Kristin,24-04-2023,28-11-2024,7.99,127,Action,2,2,NO,842,24,Canada,Cryptocurrency,Spanish,72,3.2,YES,Cancelled,4644,Smartphone,25-34,Late Night
6047,Paul,23-11-2024,12-02-2024,15.99,30,Horror,3,2,YES,609,6,Canada,PayPal,Mandarin,57,3,YES,Cancelled,746,Tablet,55+,Late Night
7789,Amy,27-07-2023,24-11-2024,7.99,222,Drama,1,6,NO,391,17,USA,Cryptocurrency,Hindi,21,3.4,YES,Paused,2835,Tablet,45-54,Evening
6111,Emily,11-11-2023,13-12-2024,11.99,168,Romance,1,2,NO,247,172,France,Cryptocurrency,French,98,3.5,NO,Paused,3626,Smart TV,35-44,Evening
4968,Alicia,04-11-2024,26-11-2024,7.99,317,Comedy,5,1,NO,559,113,India,Credit Card,English,92,4.6,NO,Cancelled,1000,Laptop,55+,Evening
2739,Margaret,24-04-2023,20-11-2024,15.99,285,Documentary,1,3,NO,706,22,UK,PayPal,Mandarin,4,3.4,YES,Cancelled,368,Desktop,25-34,Late Night
6974,Linda,30-08-2023,28-11-2024,11.99,420,Comedy,1,2,NO,1000,159,India,Cryptocurrency,German,22,4.8,NO,Expired,2229,Smart TV,25-34,Morning
1784,Sarah,06-11-2023,16-12-2024,15.99,100,Drama,5,1,YES,586,32,France,Credit Card,Hindi,100,3.6,YES,Active,2643,Desktop,25-34,Afternoon
8077,Megan,06-03-2024,18-12-2024,11.99,426,Documentary,4,6,NO,450,92,Germany,Debit Card,Hindi,71,4.1,NO,Active,2647,Smartphone,25-34,Morning
2727,Renee,29-01-2024,12-08-2024,7.99,263,Romance,1,4,YES,468,95,India,Debit Card,English,87,3.5,NO,Active,4497,Tablet,25-34,Evening
7661,Wayne,20-08-2023,14-12-2024,11.99,162,Action,1,1,NO,370,130,USA,Debit Card,Hindi,49,4.1,YES,Expired,1121,Smart TV,45-54,Afternoon
5083,Lisa,24-11-2024,23-11-2024,15.99,19,Romance,3,2,YES,781,179,Canada,Debit Card,German,8,4.3,NO,Cancelled,1525,Laptop,45-54,Evening
7275,Rhonda,09-05-2024,12-07-2024,11.99,358,Romance,5,4,YES,829,62,Germany,PayPal,German,65,3.4,NO,Expired,3488,Smart TV,55+,Late Night
7316,Darrell,24-02-2023,15-12-2024,11.99,183,Drama,3,5,NO,944,94,Canada,PayPal,English,72,4.7,NO,Active,3009,Smart TV,45-54,Late Night
4497,Diana,01-03-2023,15-12-2024,15.99,63,Action,4,4,NO,670,72,USA,PayPal,Spanish,27,4.8,NO,Cancelled,15,Smartphone,35-44,Evening
8685,Matthew,03-09-2024,20-11-2024,11.99,446,Documentary,5,3,YES,831,37,France,PayPal,English,54,3.3,YES,Cancelled,3007,Smart TV,45-54,Evening
8583,Brittany,16-11-2024,27-11-2024,15.99,352,Sci-Fi,3,3,NO,154,148,France,Debit Card,English,39,4.7,YES,Cancelled,4588,Laptop,35-44,Morning
1062,David,10-03-2024,13-12-2024,7.99,209,Sci-Fi,2,6,NO,707,162,USA,Debit Card,German,95,3.5,YES,Paused,73,Smartphone,55+,Late Night
2593,Stephanie,21-12-2022,12-11-2024,7.99,311,Horror,5,6,NO,587,140,India,PayPal,Mandarin,43,3.6,YES,Expired,4635,Smartphone,18-24,Afternoon
3951,Christina,26-06-2023,12-06-2024,11.99,293,Sci-Fi,3,6,YES,158,119,India,Credit Card,Spanish,60,3.7,NO,Paused,1882,Tablet,45-54,Late Night
8580,Darlene,06-02-2024,12-10-2024,15.99,119,Romance,4,2,NO,936,188,USA,Cryptocurrency,Mandarin,59,4.1,YES,Paused,1690,Desktop,25-34,Afternoon
4372,Michael,18-01-2023,12-05-2024,15.99,329,Sci-Fi,2,1,NO,670,94,UK,PayPal,Hindi,61,3,NO,Cancelled,2572,Laptop,35-44,Morning
4463,Janet,15-10-2023,24-11-2024,15.99,141,Horror,5,5,YES,636,186,UK,Credit Card,Mandarin,95,3.6,NO,Cancelled,3865,Laptop,18-24,Late Night
7498,Ethan,02-09-2023,24-11-2024,11.99,15,Documentary,1,3,YES,700,64,Australia,Cryptocurrency,Spanish,35,4.7,NO,Cancelled,380,Laptop,25-34,Late Night
9618,Jesse,17-11-2024,30-11-2024,11.99,30,Comedy,5,4,YES,310,162,Australia,Debit Card,German,30,3.1,YES,Expired,3566,Smart TV,25-34,Evening
1813,Phyllis,21-06-2024,29-11-2024,11.99,145,Horror,2,4,NO,237,32,Australia,Cryptocurrency,French,39,4.8,NO,Expired,1835,Desktop,45-54,Morning
3009,Joel,24-09-2024,13-12-2024,15.99,250,Documentary,4,3,NO,774,88,Australia,Debit Card,Mandarin,64,3.3,NO,Cancelled,1882,Desktop,18-24,Morning
8210,Cynthia,01-05-2023,22-11-2024,15.99,243,Horror,2,6,YES,532,110,Germany,PayPal,Spanish,73,4.7,NO,Cancelled,525,Smartphone,45-54,Afternoon
8439,Craig,26-07-2023,21-11-2024,11.99,392,Horror,4,1,YES,813,2,UK,Cryptocurrency,English,57,3,YES,Paused,1025,Desktop,18-24,Afternoon
8310,Eric,29-05-2023,12-11-2024,11.99,389,Drama,5,4,NO,727,26,Germany,PayPal,English,67,3.4,NO,Active,2508,Smartphone,45-54,Afternoon
6369,Jessica,23-10-2023,27-11-2024,7.99,414,Horror,4,6,YES,271,51,India,PayPal,German,8,4.3,NO,Expired,1546,Desktop,25-34,Evening
5721,Jordan,06-11-2023,12-12-2024,15.99,415,Documentary,2,1,NO,958,192,USA,Credit Card,German,22,4.8,YES,Expired,1955,Tablet,35-44,Afternoon
4204,Scott,11-12-2023,14-12-2024,11.99,494,Horror,5,6,YES,202,163,UK,Debit Card,Spanish,61,4,YES,Cancelled,4889,Tablet,35-44,Morning
5666,Christopher,22-04-2023,20-11-2024,7.99,109,Drama,4,4,YES,899,11,UK,Credit Card,German,63,4.3,NO,Active,1185,Laptop,18-24,Late Night
5943,Victoria,18-12-2023,12-07-2024,7.99,200,Romance,1,2,NO,465,35,India,Cryptocurrency,Mandarin,29,4.7,YES,Paused,3040,Desktop,55+,Evening
3202,Mary,23-02-2024,12-04-2024,11.99,134,Sci-Fi,4,1,YES,459,105,UK,Cryptocurrency,German,3,3.7,YES,Expired,4729,Smartphone,45-54,Afternoon
4512,Jacob,21-02-2023,30-11-2024,11.99,250,Documentary,5,2,NO,611,170,UK,Credit Card,English,71,3.9,NO,Paused,4193,Smartphone,25-34,Evening
2075,Ann,28-10-2024,12-09-2024,7.99,305,Drama,2,3,YES,49,146,USA,Debit Card,Mandarin,48,4.6,NO,Cancelled,4626,Smart TV,55+,Morning
4057,Rachel,05-10-2024,28-11-2024,15.99,256,Comedy,5,3,NO,929,89,Canada,PayPal,Spanish,89,3.3,NO,Paused,60,Smartphone,55+,Morning
5537,Justin,09-12-2024,19-11-2024,11.99,214,Documentary,1,3,NO,39,89,Canada,Debit Card,Hindi,37,3.5,YES,Active,2597,Tablet,45-54,Morning
9520,Tina,08-05-2023,12-01-2024,11.99,272,Romance,1,2,NO,520,170,Germany,PayPal,German,100,5,NO,Expired,260,Tablet,55+,Morning
1081,Vincent,28-07-2024,29-11-2024,15.99,144,Drama,3,4,NO,501,64,Canada,Debit Card,English,98,3.3,NO,Cancelled,1544,Tablet,35-44,Late Night
7621,Tina,09-06-2023,12-06-2024,7.99,381,Drama,5,6,NO,593,46,Australia,Debit Card,English,10,4.6,YES,Cancelled,4528,Tablet,55+,Evening
4558,Leah,18-01-2023,20-11-2024,11.99,292,Drama,4,2,YES,109,68,Germany,Credit Card,English,95,4.3,NO,Paused,1127,Laptop,55+,Evening
6628,Richard,28-03-2023,15-12-2024,11.99,358,Romance,4,3,NO,472,65,India,Debit Card,Spanish,92,4,NO,Expired,4542,Smartphone,45-54,Evening
7643,Cindy,07-10-2024,12-03-2024,15.99,426,Sci-Fi,1,6,YES,229,120,USA,PayPal,French,38,3.3,YES,Active,1436,Smartphone,55+,Morning
4709,Gary,22-09-2023,24-11-2024,11.99,474,Comedy,5,1,NO,487,107,Australia,Debit Card,German,66,4,NO,Cancelled,4438,Desktop,45-54,Late Night
8408,Emily,28-07-2023,12-12-2024,7.99,286,Documentary,2,5,YES,543,16,USA,Credit Card,Mandarin,8,3.7,YES,Cancelled,3130,Smartphone,35-44,Afternoon
3530,Lindsey,10-10-2024,12-06-2024,15.99,498,Drama,5,6,NO,105,35,India,Debit Card,English,6,3.9,YES,Paused,3379,Desktop,25-34,Late Night
3779,Brandon,21-06-2024,15-12-2024,11.99,32,Drama,2,4,NO,334,151,UK,Cryptocurrency,Spanish,88,3.4,NO,Active,3696,Tablet,25-34,Evening
8564,Lynn,17-04-2023,12-01-2024,7.99,84,Romance,1,2,YES,871,187,USA,Debit Card,Mandarin,96,4.5,YES,Active,2416,Smartphone,45-54,Late Night
8731,Jonathan,31-12-2023,12-02-2024,15.99,210,Romance,5,5,NO,206,194,Canada,PayPal,Hindi,62,3.9,NO,Cancelled,2856,Smartphone,45-54,Evening
5000,Natalie,15-02-2023,24-11-2024,15.99,231,Horror,3,5,YES,701,173,India,Credit Card,German,65,3.4,YES,Cancelled,4177,Smartphone,18-24,Morning
3882,Michelle,12-01-2024,15-12-2024,15.99,246,Drama,3,3,NO,505,129,Canada,Credit Card,English,82,4.9,NO,Cancelled,1912,Laptop,18-24,Evening
4551,Gabriel,19-01-2024,19-11-2024,11.99,174,Romance,1,6,YES,239,175,USA,Credit Card,English,65,3.7,NO,Active,2388,Tablet,18-24,Morning
7970,Scott,21-07-2023,19-11-2024,15.99,298,Comedy,3,1,YES,115,168,Germany,PayPal,Hindi,27,3,NO,Active,4216,Smartphone,55+,Morning
2466,Heidi,29-10-2024,12-03-2024,11.99,344,Documentary,5,2,NO,142,113,USA,PayPal,German,100,4.6,YES,Cancelled,599,Laptop,25-34,Afternoon
